Title,Description,Price,Media,URL
Semine,Semine Pano Sole,9091,http://localhost:5000/static/uploads/d3895103-4d82-4b12-827b-68636510a574_2023-03-05-180037973.mp4,http://localhost:5000/shopping_cart/c77c9f68-12c0-449e-ab14-5464faad5898
