Title,Description,Price,Media,URL
Shampooing Bio,"Shampooing,Conditionner and Body Wash",500,http://localhost:5000/static/uploads/262cd801-f39e-4162-b722-1f10f8c46698_IMG-20250918-WA0005.jpg,http://localhost:5000/shopping_cart/1d7fd10a-ab3f-474a-96ee-1e02f83d3e83
