Title,Description,Price,Media,URL
,Yole Ecole Professionnelle & Haute Couture vous offre une Formation complete en haute Couture et vous propose de belle coupe en notre Store,100,http://localhost:5000/static/uploads/1457146b-db94-4789-b46e-56e0b8a88561_Diapositive1.PNG,http://localhost:5000/shopping_cart/2d4f4806-57db-4a3b-a922-2fe0613996fb
