Title,Description,Price,Image,URL
Pwodwi Kosmetik an Gwo,Pwodwi Kosmetik Natirel an Gwo,910,http://localhost:5000/static/uploads/f1d94588-9733-4ae2-8e86-6077d8ebb9f0_Capture.PNG,http://localhost:5000/shopping_cart/2c918dd1-ccbc-4a40-8e65-c2f59dfe2630
