Title,Description,Price,Media,URL
Savon Eclaircissant Bio,Savon Bio GlorYah,100,http://localhost:5000/static/uploads/2bb35744-b6da-4721-9d33-c5714b5029ab_IMG-20250918-WA0004.jpg,http://localhost:5000/shopping_cart/c2a9fe66-0f7a-43ad-b7bc-f4393cf2c402
