Title,Description,Price,Media,URL
,"Crème Bio andermatite,anti vergeture et anti acné",100,http://localhost:5000/static/uploads/760a82ea-cff7-4d24-915a-86076fc39e7c_IMG-20250918-WA0006.jpg,http://localhost:5000/shopping_cart/e80f04c2-f43d-4eb4-bfc6-71921f8a7e57
